"sales_key","order_id","customer_key","product_key","order_date_key","quantity","unit_price","discount_rate","gross_sales","discount_amount","net_revenue"
25097,"ORD0025097",2977,860,20250510,8,19.15,0.10,153.20,15.32,137.88
25098,"ORD0025098",8223,287,20250117,5,16.96,0.15,84.80,12.72,72.08
25099,"ORD0025099",2924,615,20250720,3,51.47,0.05,154.41,7.72,146.69
25100,"ORD0025100",3431,307,20230702,2,1494.21,0.05,2988.42,149.42,2839.00
25101,"ORD0025101",8794,658,20250907,2,101.70,0.00,203.40,0.00,203.40
25102,"ORD0025102",7400,90,20241208,6,547.35,0.20,3284.10,656.82,2627.28
25103,"ORD0025103",7572,533,20240129,1,129.08,0.00,129.08,0.00,129.08
25104,"ORD0025104",3578,929,20250628,2,779.75,0.00,1559.50,0.00,1559.50
25105,"ORD0025105",7791,134,20241216,1,29.06,0.10,29.06,2.91,26.15
25106,"ORD0025106",1586,519,20250718,1,22.14,0.10,22.14,2.21,19.93
25107,"ORD0025107",4375,719,20250630,8,9.00,0.00,72.00,0.00,72.00
25108,"ORD0025108",8188,190,20240325,1,43.11,0.10,43.11,4.31,38.80
25109,"ORD0025109",8275,59,20250214,2,34.91,0.10,69.82,6.98,62.84
25110,"ORD0025110",7765,676,20241009,1,901.07,0.05,901.07,45.05,856.02
25111,"ORD0025111",260,975,20240819,5,53.17,0.00,265.85,0.00,265.85
25112,"ORD0025112",4003,335,20240421,2,686.95,0.10,1373.90,137.39,1236.51
25113,"ORD0025113",904,520,20250613,1,113.81,0.15,113.81,17.07,96.74
25114,"ORD0025114",6211,660,20250706,2,144.31,0.00,288.62,0.00,288.62
25115,"ORD0025115",7524,109,20240811,2,94.80,0.00,189.60,0.00,189.60
25116,"ORD0025116",3082,580,20230401,2,64.21,0.00,128.42,0.00,128.42
25117,"ORD0025117",3656,786,20240804,2,332.82,0.20,665.64,133.13,532.51
25118,"ORD0025118",2434,359,20240313,4,407.97,0.10,1631.88,163.19,1468.69
25119,"ORD0025119",8396,195,20240111,1,113.08,0.10,113.08,11.31,101.77
25120,"ORD0025120",3598,236,20230729,3,927.53,0.00,2782.59,0.00,2782.59
25121,"ORD0025121",4560,348,20241015,2,354.38,0.00,708.76,0.00,708.76
25122,"ORD0025122",9384,384,20250208,1,635.77,0.00,635.77,0.00,635.77
25123,"ORD0025123",4449,477,20240813,5,20.85,0.00,104.25,0.00,104.25
25124,"ORD0025124",6715,135,20251011,2,217.53,0.00,435.06,0.00,435.06
25125,"ORD0025125",3788,422,20231203,5,186.80,0.00,934.00,0.00,934.00
25126,"ORD0025126",5895,120,20240320,1,87.42,0.05,87.42,4.37,83.05
25127,"ORD0025127",480,893,20240613,1,22.50,0.00,22.50,0.00,22.50
25128,"ORD0025128",2095,199,20251202,2,25.20,0.20,50.40,10.08,40.32
25129,"ORD0025129",1340,868,20241111,1,61.92,0.10,61.92,6.19,55.73
25130,"ORD0025130",9996,388,20240301,2,136.27,0.05,272.54,13.63,258.91
25131,"ORD0025131",1087,566,20240622,4,115.34,0.10,461.36,46.14,415.22
25132,"ORD0025132",1349,458,20240309,3,30.03,0.00,90.09,0.00,90.09
25133,"ORD0025133",5366,801,20231125,2,94.06,0.00,188.12,0.00,188.12
25134,"ORD0025134",3303,724,20240318,3,620.87,0.15,1862.61,279.39,1583.22
25135,"ORD0025135",3772,848,20250311,1,156.39,0.05,156.39,7.82,148.57
25136,"ORD0025136",3439,26,20230913,6,553.89,0.00,3323.34,0.00,3323.34
25137,"ORD0025137",2730,597,20250616,4,52.90,0.00,211.60,0.00,211.60
25138,"ORD0025138",7318,162,20240320,2,687.12,0.15,1374.24,206.14,1168.10
25139,"ORD0025139",9163,352,20240510,1,181.56,0.15,181.56,27.23,154.33
25140,"ORD0025140",9442,137,20250321,5,30.25,0.05,151.25,7.56,143.69
25141,"ORD0025141",7578,751,20251205,1,364.89,0.00,364.89,0.00,364.89
25142,"ORD0025142",7680,361,20241216,2,8.93,0.05,17.86,0.89,16.97
25143,"ORD0025143",9511,553,20240408,1,128.12,0.00,128.12,0.00,128.12
25144,"ORD0025144",1098,848,20231018,5,156.39,0.05,781.95,39.10,742.85
25145,"ORD0025145",2216,510,20250908,2,433.35,0.00,866.70,0.00,866.70
25146,"ORD0025146",7025,408,20250627,3,110.70,0.05,332.10,16.61,315.49
25147,"ORD0025147",562,833,20230421,1,55.32,0.05,55.32,2.77,52.55
25148,"ORD0025148",7557,258,20240817,2,847.46,0.10,1694.92,169.49,1525.43
25149,"ORD0025149",3054,193,20250630,2,61.13,0.00,122.26,0.00,122.26
25150,"ORD0025150",2812,170,20250829,2,323.11,0.00,646.22,0.00,646.22
25151,"ORD0025151",3808,48,20241208,3,25.90,0.05,77.70,3.89,73.81
25152,"ORD0025152",1508,735,20240122,2,205.59,0.10,411.18,41.12,370.06
25153,"ORD0025153",3014,895,20250814,4,111.72,0.00,446.88,0.00,446.88
25154,"ORD0025154",8061,762,20250418,4,320.97,0.10,1283.88,128.39,1155.49
25155,"ORD0025155",2434,830,20231204,1,403.37,0.10,403.37,40.34,363.03
25156,"ORD0025156",2617,6,20240229,1,251.66,0.05,251.66,12.58,239.08
25157,"ORD0025157",3263,252,20250204,4,35.82,0.00,143.28,0.00,143.28
25158,"ORD0025158",2892,543,20250924,1,26.47,0.05,26.47,1.32,25.15
25159,"ORD0025159",480,332,20241115,1,125.57,0.00,125.57,0.00,125.57
25160,"ORD0025160",8862,291,20240710,1,55.18,0.00,55.18,0.00,55.18
25161,"ORD0025161",1387,529,20230917,3,125.55,0.00,376.65,0.00,376.65
25162,"ORD0025162",8283,335,20251015,3,686.95,0.00,2060.85,0.00,2060.85
25163,"ORD0025163",4553,129,20240225,2,581.07,0.00,1162.14,0.00,1162.14
25164,"ORD0025164",3536,856,20240128,2,161.08,0.00,322.16,0.00,322.16
25165,"ORD0025165",7036,264,20250923,3,1115.70,0.00,3347.10,0.00,3347.10
25166,"ORD0025166",2285,791,20241104,1,49.64,0.00,49.64,0.00,49.64
25167,"ORD0025167",2112,853,20250702,3,128.09,0.00,384.27,0.00,384.27
25168,"ORD0025168",8112,788,20251004,1,25.68,0.00,25.68,0.00,25.68
25169,"ORD0025169",2018,699,20230404,4,731.50,0.05,2926.00,146.30,2779.70
25170,"ORD0025170",65,775,20230218,1,455.47,0.00,455.47,0.00,455.47
25171,"ORD0025171",6390,684,20240803,1,20.78,0.00,20.78,0.00,20.78
25172,"ORD0025172",2941,458,20241123,4,30.03,0.00,120.12,0.00,120.12
25173,"ORD0025173",4917,580,20250128,4,64.21,0.00,256.84,0.00,256.84
25174,"ORD0025174",847,25,20240712,2,1266.38,0.00,2532.76,0.00,2532.76
25175,"ORD0025175",6977,802,20250907,8,608.31,0.15,4866.48,729.97,4136.51
25176,"ORD0025176",6583,958,20241027,1,8.71,0.00,8.71,0.00,8.71
25177,"ORD0025177",898,556,20250220,2,161.33,0.10,322.66,32.27,290.39
25178,"ORD0025178",2085,171,20250105,4,52.15,0.00,208.60,0.00,208.60
25179,"ORD0025179",4838,329,20251018,4,268.07,0.00,1072.28,0.00,1072.28
25180,"ORD0025180",6700,785,20240127,1,416.06,0.10,416.06,41.61,374.45
25181,"ORD0025181",8157,944,20240526,6,136.21,0.05,817.26,40.86,776.40
25182,"ORD0025182",586,157,20251025,3,55.82,0.10,167.46,16.75,150.71
25183,"ORD0025183",3956,565,20240822,1,353.86,0.00,353.86,0.00,353.86
25184,"ORD0025184",5474,937,20240208,2,7.27,0.10,14.54,1.45,13.09
25185,"ORD0025185",6880,993,20240108,2,5.83,0.05,11.66,0.58,11.08
25186,"ORD0025186",747,521,20241205,6,58.62,0.00,351.72,0.00,351.72
25187,"ORD0025187",4321,808,20250206,2,158.58,0.00,317.16,0.00,317.16
25188,"ORD0025188",8993,408,20241109,1,110.70,0.00,110.70,0.00,110.70
25189,"ORD0025189",9811,724,20240425,1,620.87,0.00,620.87,0.00,620.87
25190,"ORD0025190",6479,659,20240827,6,331.73,0.05,1990.38,99.52,1890.86
25191,"ORD0025191",6085,48,20240519,4,25.90,0.10,103.60,10.36,93.24
25192,"ORD0025192",491,674,20250105,2,33.43,0.00,66.86,0.00,66.86
25193,"ORD0025193",870,959,20250630,1,82.70,0.00,82.70,0.00,82.70
25194,"ORD0025194",3814,602,20240201,4,108.79,0.05,435.16,21.76,413.40
25195,"ORD0025195",7137,462,20250105,5,75.85,0.00,379.25,0.00,379.25
25196,"ORD0025196",8913,1,20241114,2,89.85,0.05,179.70,8.99,170.71
25197,"ORD0025197",1326,300,20250707,4,108.63,0.00,434.52,0.00,434.52
25198,"ORD0025198",8168,373,20250114,2,181.20,0.00,362.40,0.00,362.40
25199,"ORD0025199",985,533,20250424,3,129.08,0.00,387.24,0.00,387.24
25200,"ORD0025200",6009,555,20240914,1,36.36,0.00,36.36,0.00,36.36
25201,"ORD0025201",5799,673,20250430,2,198.57,0.00,397.14,0.00,397.14
25202,"ORD0025202",6634,909,20241003,1,106.69,0.00,106.69,0.00,106.69
25203,"ORD0025203",392,18,20250320,2,107.47,0.20,214.94,42.99,171.95
25204,"ORD0025204",3575,318,20250126,3,72.92,0.00,218.76,0.00,218.76
25205,"ORD0025205",7987,219,20250910,1,264.76,0.00,264.76,0.00,264.76
25206,"ORD0025206",2681,883,20230430,2,151.09,0.10,302.18,30.22,271.96
25207,"ORD0025207",3541,737,20250307,2,99.41,0.15,198.82,29.82,169.00
25208,"ORD0025208",97,418,20240703,1,55.17,0.05,55.17,2.76,52.41
25209,"ORD0025209",3814,156,20230302,1,35.74,0.15,35.74,5.36,30.38
25210,"ORD0025210",770,14,20250610,2,61.08,0.00,122.16,0.00,122.16
25211,"ORD0025211",1763,530,20250821,4,222.86,0.15,891.44,133.72,757.72
25212,"ORD0025212",2954,893,20251115,6,22.50,0.05,135.00,6.75,128.25
25213,"ORD0025213",5782,615,20250530,1,51.47,0.10,51.47,5.15,46.32
25214,"ORD0025214",3405,573,20251101,2,11.59,0.15,23.18,3.48,19.70
25215,"ORD0025215",7618,932,20240611,2,14.79,0.10,29.58,2.96,26.62
25216,"ORD0025216",2537,270,20240225,2,105.61,0.00,211.22,0.00,211.22
25217,"ORD0025217",7167,919,20250908,1,180.90,0.10,180.90,18.09,162.81
25218,"ORD0025218",8981,534,20231102,1,91.07,0.10,91.07,9.11,81.96
25219,"ORD0025219",4408,14,20240123,1,61.08,0.05,61.08,3.05,58.03
25220,"ORD0025220",1457,754,20240613,1,517.95,0.05,517.95,25.90,492.05
25221,"ORD0025221",2875,930,20240329,1,40.89,0.05,40.89,2.04,38.85
25222,"ORD0025222",1849,954,20240125,1,146.42,0.10,146.42,14.64,131.78
25223,"ORD0025223",6362,557,20240830,1,7.70,0.15,7.70,1.16,6.54
25224,"ORD0025224",4486,309,20250113,4,19.01,0.00,76.04,0.00,76.04
25225,"ORD0025225",5408,301,20250824,2,694.15,0.05,1388.30,69.42,1318.88
25226,"ORD0025226",9880,912,20231125,1,375.68,0.00,375.68,0.00,375.68
25227,"ORD0025227",8562,230,20250715,1,59.90,0.00,59.90,0.00,59.90
25228,"ORD0025228",9391,170,20250309,1,323.11,0.15,323.11,48.47,274.64
25229,"ORD0025229",737,639,20250302,5,164.33,0.00,821.65,0.00,821.65
25230,"ORD0025230",152,170,20240422,1,323.11,0.00,323.11,0.00,323.11
25231,"ORD0025231",2963,639,20250330,3,164.33,0.00,492.99,0.00,492.99
25232,"ORD0025232",2623,337,20240820,2,26.73,0.00,53.46,0.00,53.46
25233,"ORD0025233",512,977,20241223,2,212.72,0.10,425.44,42.54,382.90
25234,"ORD0025234",3149,725,20250926,2,8.77,0.10,17.54,1.75,15.79
25235,"ORD0025235",6187,33,20230917,5,56.23,0.00,281.15,0.00,281.15
25236,"ORD0025236",5598,743,20240616,8,80.73,0.15,645.84,96.88,548.96
25237,"ORD0025237",7110,896,20240223,1,378.54,0.00,378.54,0.00,378.54
25238,"ORD0025238",3680,848,20250620,3,156.39,0.00,469.17,0.00,469.17
25239,"ORD0025239",7275,779,20240923,2,12.38,0.05,24.76,1.24,23.52
25240,"ORD0025240",2869,400,20240825,2,865.70,0.00,1731.40,0.00,1731.40
25241,"ORD0025241",7448,292,20250808,2,194.07,0.00,388.14,0.00,388.14
25242,"ORD0025242",6147,958,20240421,3,8.71,0.10,26.13,2.61,23.52
25243,"ORD0025243",6288,587,20240520,3,175.32,0.05,525.96,26.30,499.66
25244,"ORD0025244",6891,976,20231124,3,119.27,0.20,357.81,71.56,286.25
25245,"ORD0025245",3814,36,20240603,2,191.01,0.10,382.02,38.20,343.82
25246,"ORD0025246",3999,111,20240626,8,65.39,0.00,523.12,0.00,523.12
25247,"ORD0025247",1033,111,20250402,8,65.39,0.10,523.12,52.31,470.81
25248,"ORD0025248",1330,703,20241124,1,21.46,0.15,21.46,3.22,18.24
25249,"ORD0025249",9253,901,20240413,10,66.39,0.00,663.90,0.00,663.90
25250,"ORD0025250",8492,535,20240326,5,575.07,0.00,2875.35,0.00,2875.35
25251,"ORD0025251",9606,708,20250226,2,227.57,0.00,455.14,0.00,455.14
25252,"ORD0025252",8947,357,20240512,3,732.98,0.00,2198.94,0.00,2198.94
25253,"ORD0025253",8272,401,20240525,1,104.66,0.00,104.66,0.00,104.66
25254,"ORD0025254",6446,896,20240924,2,378.54,0.05,757.08,37.85,719.23
25255,"ORD0025255",8366,598,20240306,3,485.57,0.05,1456.71,72.84,1383.87
25256,"ORD0025256",3048,668,20240925,2,26.05,0.05,52.10,2.61,49.49
25257,"ORD0025257",73,238,20250330,2,355.17,0.05,710.34,35.52,674.82
25258,"ORD0025258",1778,672,20250123,1,65.59,0.10,65.59,6.56,59.03
25259,"ORD0025259",4337,693,20240306,2,394.91,0.05,789.82,39.49,750.33
25260,"ORD0025260",3683,10,20240121,1,24.93,0.05,24.93,1.25,23.68
25261,"ORD0025261",5323,975,20240808,2,53.17,0.05,106.34,5.32,101.02
25262,"ORD0025262",5555,763,20250918,1,1136.44,0.10,1136.44,113.64,1022.80
25263,"ORD0025263",7512,785,20241018,1,416.06,0.00,416.06,0.00,416.06
25264,"ORD0025264",7422,307,20250516,1,1494.21,0.05,1494.21,74.71,1419.50
25265,"ORD0025265",9465,178,20230929,1,67.82,0.00,67.82,0.00,67.82
25266,"ORD0025266",8384,874,20240328,2,112.28,0.10,224.56,22.46,202.10
25267,"ORD0025267",985,806,20240311,1,35.23,0.00,35.23,0.00,35.23
25268,"ORD0025268",7206,69,20241024,1,71.60,0.05,71.60,3.58,68.02
25269,"ORD0025269",400,103,20240404,1,35.10,0.05,35.10,1.76,33.34
25270,"ORD0025270",2649,651,20240729,5,1226.90,0.05,6134.50,306.73,5827.77
25271,"ORD0025271",6590,493,20240219,1,337.95,0.05,337.95,16.90,321.05
25272,"ORD0025272",2826,938,20250221,4,517.21,0.00,2068.84,0.00,2068.84
25273,"ORD0025273",1424,889,20250514,2,204.39,0.00,408.78,0.00,408.78
25274,"ORD0025274",4895,688,20240608,6,11.70,0.00,70.20,0.00,70.20
25275,"ORD0025275",4046,547,20250303,3,9.43,0.00,28.29,0.00,28.29
25276,"ORD0025276",6408,373,20241110,3,181.20,0.05,543.60,27.18,516.42
25277,"ORD0025277",2640,941,20241103,3,54.53,0.05,163.59,8.18,155.41
25278,"ORD0025278",5898,865,20240122,8,103.90,0.00,831.20,0.00,831.20
25279,"ORD0025279",3591,466,20230401,3,639.08,0.00,1917.24,0.00,1917.24
25280,"ORD0025280",4743,382,20240103,1,3.34,0.00,3.34,0.00,3.34
25281,"ORD0025281",4639,135,20250918,3,217.53,0.05,652.59,32.63,619.96
25282,"ORD0025282",588,124,20250828,5,180.90,0.10,904.50,90.45,814.05
25283,"ORD0025283",9150,21,20250316,6,118.01,0.05,708.06,35.40,672.66
25284,"ORD0025284",7618,417,20250812,2,916.24,0.05,1832.48,91.62,1740.86
25285,"ORD0025285",400,371,20250404,2,144.66,0.05,289.32,14.47,274.85
25286,"ORD0025286",4565,329,20250817,1,268.07,0.00,268.07,0.00,268.07
25287,"ORD0025287",9434,584,20241027,3,370.72,0.00,1112.16,0.00,1112.16
25288,"ORD0025288",782,40,20231215,5,56.15,0.00,280.75,0.00,280.75
25289,"ORD0025289",6676,310,20250107,2,371.04,0.00,742.08,0.00,742.08
25290,"ORD0025290",8464,377,20250116,3,121.19,0.05,363.57,18.18,345.39
25291,"ORD0025291",4799,556,20250217,5,161.33,0.00,806.65,0.00,806.65
25292,"ORD0025292",5882,87,20240311,2,81.03,0.00,162.06,0.00,162.06
25293,"ORD0025293",7602,907,20240531,1,453.89,0.00,453.89,0.00,453.89
25294,"ORD0025294",8346,124,20240218,4,180.90,0.00,723.60,0.00,723.60
25295,"ORD0025295",3634,866,20250622,5,128.41,0.00,642.05,0.00,642.05
25296,"ORD0025296",4111,398,20240107,3,123.62,0.10,370.86,37.09,333.77
25297,"ORD0025297",8710,830,20240919,5,403.37,0.05,2016.85,100.84,1916.01
25298,"ORD0025298",2904,740,20251013,2,19.22,0.20,38.44,7.69,30.75
25299,"ORD0025299",4833,840,20240122,3,204.37,0.00,613.11,0.00,613.11
25300,"ORD0025300",7268,436,20240824,3,435.53,0.15,1306.59,195.99,1110.60
25301,"ORD0025301",4957,27,20251018,3,31.31,0.00,93.93,0.00,93.93
25302,"ORD0025302",3846,192,20240113,3,74.80,0.00,224.40,0.00,224.40
25303,"ORD0025303",2272,865,20241019,1,103.90,0.00,103.90,0.00,103.90
25304,"ORD0025304",5178,470,20250603,1,632.13,0.00,632.13,0.00,632.13
25305,"ORD0025305",8518,955,20240515,10,934.25,0.00,9342.50,0.00,9342.50
25306,"ORD0025306",352,437,20240424,1,50.03,0.00,50.03,0.00,50.03
25307,"ORD0025307",3512,940,20241202,1,1108.58,0.15,1108.58,166.29,942.29
25308,"ORD0025308",9268,849,20231107,2,128.66,0.00,257.32,0.00,257.32
25309,"ORD0025309",1527,135,20250728,3,217.53,0.05,652.59,32.63,619.96
25310,"ORD0025310",6257,242,20250514,2,88.97,0.15,177.94,26.69,151.25
25311,"ORD0025311",9972,710,20250107,1,210.56,0.00,210.56,0.00,210.56
25312,"ORD0025312",8921,433,20230212,2,160.42,0.00,320.84,0.00,320.84
25313,"ORD0025313",9491,557,20240426,2,7.70,0.00,15.40,0.00,15.40
25314,"ORD0025314",6934,950,20240310,2,23.97,0.10,47.94,4.79,43.15
25315,"ORD0025315",6155,350,20240805,1,38.76,0.00,38.76,0.00,38.76
25316,"ORD0025316",5701,601,20230303,1,1317.05,0.00,1317.05,0.00,1317.05
25317,"ORD0025317",8733,59,20250323,10,34.91,0.10,349.10,34.91,314.19
25318,"ORD0025318",8332,140,20240717,2,25.71,0.10,51.42,5.14,46.28
25319,"ORD0025319",6891,69,20240807,1,71.60,0.00,71.60,0.00,71.60
25320,"ORD0025320",2299,906,20240721,2,52.68,0.00,105.36,0.00,105.36
25321,"ORD0025321",1069,918,20250129,4,227.72,0.00,910.88,0.00,910.88
25322,"ORD0025322",8500,199,20250512,2,25.20,0.00,50.40,0.00,50.40
25323,"ORD0025323",5641,236,20240712,1,927.53,0.00,927.53,0.00,927.53
25324,"ORD0025324",9607,567,20230202,2,270.30,0.15,540.60,81.09,459.51
25325,"ORD0025325",2656,863,20250606,2,842.95,0.00,1685.90,0.00,1685.90
25326,"ORD0025326",80,561,20241007,3,692.16,0.00,2076.48,0.00,2076.48
25327,"ORD0025327",6805,304,20250401,1,554.39,0.00,554.39,0.00,554.39
25328,"ORD0025328",8095,819,20240620,2,55.43,0.00,110.86,0.00,110.86
25329,"ORD0025329",8235,869,20241004,3,17.03,0.00,51.09,0.00,51.09
25330,"ORD0025330",1947,318,20240124,1,72.92,0.00,72.92,0.00,72.92
25331,"ORD0025331",3732,294,20250715,1,471.18,0.00,471.18,0.00,471.18
25332,"ORD0025332",578,256,20240624,2,121.75,0.10,243.50,24.35,219.15
25333,"ORD0025333",9903,574,20250917,1,977.60,0.00,977.60,0.00,977.60
25334,"ORD0025334",8890,50,20240508,1,179.68,0.00,179.68,0.00,179.68
25335,"ORD0025335",3574,198,20240716,1,28.27,0.00,28.27,0.00,28.27
25336,"ORD0025336",9623,94,20240307,2,195.25,0.10,390.50,39.05,351.45
25337,"ORD0025337",2095,260,20251004,2,943.87,0.00,1887.74,0.00,1887.74
25338,"ORD0025338",2681,230,20240922,4,59.90,0.15,239.60,35.94,203.66
25339,"ORD0025339",6947,990,20240611,1,174.15,0.00,174.15,0.00,174.15
25340,"ORD0025340",8474,584,20240811,6,370.72,0.15,2224.32,333.65,1890.67
25341,"ORD0025341",4503,355,20240904,1,1053.59,0.00,1053.59,0.00,1053.59
25342,"ORD0025342",3238,528,20240606,2,39.91,0.10,79.82,7.98,71.84
25343,"ORD0025343",3150,443,20241226,1,14.16,0.15,14.16,2.12,12.04
25344,"ORD0025344",5188,170,20250327,1,323.11,0.00,323.11,0.00,323.11
25345,"ORD0025345",4142,232,20241021,2,211.37,0.15,422.74,63.41,359.33
25346,"ORD0025346",3024,261,20231227,2,352.08,0.00,704.16,0.00,704.16
25347,"ORD0025347",7388,455,20250421,2,288.70,0.00,577.40,0.00,577.40
25348,"ORD0025348",6329,289,20250123,1,113.89,0.00,113.89,0.00,113.89
25349,"ORD0025349",5380,340,20240318,1,44.15,0.05,44.15,2.21,41.94
25350,"ORD0025350",123,597,20240726,1,52.90,0.00,52.90,0.00,52.90
25351,"ORD0025351",8779,530,20240928,2,222.86,0.05,445.72,22.29,423.43
25352,"ORD0025352",2578,540,20241227,1,231.59,0.10,231.59,23.16,208.43
25353,"ORD0025353",9796,135,20250726,5,217.53,0.10,1087.65,108.77,978.88
25354,"ORD0025354",7034,345,20230924,2,377.05,0.10,754.10,75.41,678.69
25355,"ORD0025355",1260,343,20241122,1,393.44,0.00,393.44,0.00,393.44
25356,"ORD0025356",6718,496,20250126,2,102.76,0.00,205.52,0.00,205.52
25357,"ORD0025357",8065,135,20250103,2,217.53,0.00,435.06,0.00,435.06
25358,"ORD0025358",2018,9,20250525,3,86.77,0.00,260.31,0.00,260.31
25359,"ORD0025359",2892,346,20241009,1,100.10,0.15,100.10,15.02,85.08
25360,"ORD0025360",2741,195,20241011,4,113.08,0.10,452.32,45.23,407.09
25361,"ORD0025361",106,608,20250209,1,87.07,0.00,87.07,0.00,87.07
25362,"ORD0025362",3823,619,20230606,2,1214.15,0.10,2428.30,242.83,2185.47
25363,"ORD0025363",9635,819,20250227,1,55.43,0.00,55.43,0.00,55.43
25364,"ORD0025364",2299,900,20241207,3,89.74,0.00,269.22,0.00,269.22
25365,"ORD0025365",8884,934,20241018,1,405.72,0.15,405.72,60.86,344.86
25366,"ORD0025366",7738,700,20241220,1,274.44,0.15,274.44,41.17,233.27
25367,"ORD0025367",4369,725,20251020,4,8.77,0.00,35.08,0.00,35.08
25368,"ORD0025368",9592,731,20251114,2,131.69,0.15,263.38,39.51,223.87
25369,"ORD0025369",7994,142,20240404,5,37.88,0.05,189.40,9.47,179.93
25370,"ORD0025370",7645,261,20241030,1,352.08,0.20,352.08,70.42,281.66
25371,"ORD0025371",9203,917,20240408,1,850.66,0.00,850.66,0.00,850.66
25372,"ORD0025372",8001,890,20240930,1,127.03,0.10,127.03,12.70,114.33
25373,"ORD0025373",3252,783,20240925,1,49.00,0.05,49.00,2.45,46.55
25374,"ORD0025374",4705,552,20250615,1,148.93,0.05,148.93,7.45,141.48
25375,"ORD0025375",5324,249,20241007,1,1455.18,0.10,1455.18,145.52,1309.66
25376,"ORD0025376",5087,809,20240510,1,145.43,0.00,145.43,0.00,145.43
25377,"ORD0025377",7482,692,20240409,1,445.94,0.10,445.94,44.59,401.35
25378,"ORD0025378",5022,930,20250114,3,40.89,0.00,122.67,0.00,122.67
25379,"ORD0025379",5725,581,20250823,1,41.69,0.05,41.69,2.08,39.61
25380,"ORD0025380",5981,813,20231116,1,1012.20,0.00,1012.20,0.00,1012.20
25381,"ORD0025381",3814,247,20230613,5,151.00,0.00,755.00,0.00,755.00
25382,"ORD0025382",4681,646,20240901,8,48.98,0.00,391.84,0.00,391.84
25383,"ORD0025383",4948,356,20250829,1,828.52,0.10,828.52,82.85,745.67
25384,"ORD0025384",758,203,20250322,6,643.06,0.00,3858.36,0.00,3858.36
25385,"ORD0025385",4216,460,20250116,10,183.94,0.10,1839.40,183.94,1655.46
25386,"ORD0025386",6273,307,20250428,2,1494.21,0.05,2988.42,149.42,2839.00
25387,"ORD0025387",8939,713,20231130,2,116.77,0.00,233.54,0.00,233.54
25388,"ORD0025388",9703,399,20251102,1,188.94,0.00,188.94,0.00,188.94
25389,"ORD0025389",7293,645,20240309,1,55.18,0.00,55.18,0.00,55.18
25390,"ORD0025390",9190,108,20241010,1,337.73,0.05,337.73,16.89,320.84
25391,"ORD0025391",8533,292,20240605,1,194.07,0.00,194.07,0.00,194.07
25392,"ORD0025392",4284,107,20230706,4,1460.83,0.00,5843.32,0.00,5843.32
25393,"ORD0025393",3746,233,20250910,1,273.78,0.05,273.78,13.69,260.09
25394,"ORD0025394",434,902,20250110,1,40.08,0.05,40.08,2.00,38.08
25395,"ORD0025395",697,94,20240521,3,195.25,0.05,585.75,29.29,556.46
25396,"ORD0025396",9719,911,20240420,10,59.52,0.00,595.20,0.00,595.20
25397,"ORD0025397",3246,665,20240801,3,77.25,0.15,231.75,34.76,196.99
25398,"ORD0025398",1113,173,20250213,1,476.17,0.00,476.17,0.00,476.17
25399,"ORD0025399",4034,5,20250603,4,102.09,0.00,408.36,0.00,408.36
25400,"ORD0025400",7416,591,20250331,2,60.34,0.00,120.68,0.00,120.68
25401,"ORD0025401",189,462,20240512,2,75.85,0.00,151.70,0.00,151.70
25402,"ORD0025402",8771,199,20230918,1,25.20,0.10,25.20,2.52,22.68
25403,"ORD0025403",7855,232,20240404,3,211.37,0.00,634.11,0.00,634.11
25404,"ORD0025404",6302,733,20240630,6,177.05,0.10,1062.30,106.23,956.07
25405,"ORD0025405",883,385,20240213,1,18.66,0.00,18.66,0.00,18.66
25406,"ORD0025406",3438,975,20250114,1,53.17,0.00,53.17,0.00,53.17
25407,"ORD0025407",1576,659,20240901,2,331.73,0.00,663.46,0.00,663.46
25408,"ORD0025408",3083,927,20230707,2,548.54,0.00,1097.08,0.00,1097.08
25409,"ORD0025409",2269,755,20240916,3,146.85,0.15,440.55,66.08,374.47
25410,"ORD0025410",5851,507,20231210,6,495.04,0.00,2970.24,0.00,2970.24
25411,"ORD0025411",7986,983,20240119,2,194.30,0.00,388.60,0.00,388.60
25412,"ORD0025412",6034,193,20240411,1,61.13,0.05,61.13,3.06,58.07
25413,"ORD0025413",4909,734,20250228,1,275.44,0.00,275.44,0.00,275.44
25414,"ORD0025414",4866,231,20251006,1,229.57,0.05,229.57,11.48,218.09
25415,"ORD0025415",3648,989,20251130,1,1311.33,0.00,1311.33,0.00,1311.33
25416,"ORD0025416",2455,263,20250107,4,31.97,0.10,127.88,12.79,115.09
25417,"ORD0025417",980,67,20250522,1,53.39,0.00,53.39,0.00,53.39
25418,"ORD0025418",9352,311,20240207,6,233.38,0.10,1400.28,140.03,1260.25
25419,"ORD0025419",8315,396,20240620,1,6.44,0.00,6.44,0.00,6.44
25420,"ORD0025420",1340,52,20250210,3,479.63,0.05,1438.89,71.94,1366.95
25421,"ORD0025421",5269,35,20240705,4,358.70,0.05,1434.80,71.74,1363.06
25422,"ORD0025422",4203,872,20230922,1,37.38,0.00,37.38,0.00,37.38
25423,"ORD0025423",8003,782,20231005,1,774.95,0.00,774.95,0.00,774.95
25424,"ORD0025424",7531,489,20250201,1,44.27,0.00,44.27,0.00,44.27
25425,"ORD0025425",1410,658,20230706,1,101.70,0.20,101.70,20.34,81.36
