"inventory_key","product_key","warehouse_key","inventory_date_key","stock_level","reorder_level","inventory_value","stock_risk_flag"
7310,375,10,20250221,0,100,0.00,True
7311,375,10,20250727,14,100,5483.80,True
7312,375,10,20251231,0,100,0.00,True
7313,517,8,20230101,38,10,29820.12,False
7314,517,8,20230606,36,10,28250.64,False
7315,517,8,20231109,24,10,18833.76,False
7316,517,8,20240414,29,10,22757.46,False
7317,517,8,20240917,25,10,19618.50,False
7318,517,8,20250221,29,10,22757.46,False
7319,517,8,20250727,33,10,25896.42,False
7320,517,8,20251231,39,10,30604.86,False
7321,39,1,20230101,160,100,7344.00,False
7322,39,1,20230606,93,100,4268.70,True
7323,39,1,20231109,108,100,4957.20,False
7324,39,1,20240414,76,100,3488.40,True
7325,39,1,20240917,82,100,3763.80,True
7326,39,1,20250221,58,100,2662.20,True
7327,39,1,20250727,63,100,2891.70,True
7328,39,1,20251231,47,100,2157.30,True
7329,57,8,20230101,402,75,18319.14,False
7330,57,8,20230606,405,75,18455.85,False
7331,57,8,20231109,411,75,18729.27,False
7332,57,8,20240414,472,75,21509.04,False
7333,57,8,20240917,429,75,19549.53,False
7334,57,8,20250221,457,75,20825.49,False
7335,57,8,20250727,449,75,20460.93,False
7336,57,8,20251231,467,75,21281.19,False
7337,965,7,20230101,103,20,921.85,False
7338,965,7,20230606,98,20,877.10,False
7339,965,7,20231109,118,20,1056.10,False
7340,965,7,20240414,116,20,1038.20,False
7341,965,7,20240917,137,20,1226.15,False
7342,965,7,20250221,130,20,1163.50,False
7343,965,7,20250727,118,20,1056.10,False
7344,965,7,20251231,105,20,939.75,False
7345,73,10,20230101,53,20,6481.90,False
7346,73,10,20230606,43,20,5258.90,False
7347,73,10,20231109,39,20,4769.70,False
7348,73,10,20240414,38,20,4647.40,False
7349,73,10,20240917,40,20,4892.00,False
7350,73,10,20250221,43,20,5258.90,False
7351,73,10,20250727,28,20,3424.40,False
7352,73,10,20251231,36,20,4402.80,False
7353,88,2,20230101,67,20,3579.14,False
7354,88,2,20230606,61,20,3258.62,False
7355,88,2,20231109,46,20,2457.32,False
7356,88,2,20240414,42,20,2243.64,False
7357,88,2,20240917,42,20,2243.64,False
7358,88,2,20250221,39,20,2083.38,False
7359,88,2,20250727,16,20,854.72,True
7360,88,2,20251231,26,20,1388.92,False
7361,407,12,20230101,30,25,7784.10,False
7362,407,12,20230606,41,25,10638.27,False
7363,407,12,20231109,66,25,17125.02,False
7364,407,12,20240414,65,25,16865.55,False
7365,407,12,20240917,38,25,9859.86,False
7366,407,12,20250221,39,25,10119.33,False
7367,407,12,20250727,28,25,7265.16,False
7368,407,12,20251231,24,25,6227.28,True
7369,551,7,20230101,66,20,595.98,False
7370,551,7,20230606,54,20,487.62,False
7371,551,7,20231109,45,20,406.35,False
7372,551,7,20240414,49,20,442.47,False
7373,551,7,20240917,44,20,397.32,False
7374,551,7,20250221,21,20,189.63,False
7375,551,7,20250727,25,20,225.75,False
7376,551,7,20251231,28,20,252.84,False
7377,383,3,20230101,15,10,592.80,False
7378,383,3,20230606,21,10,829.92,False
7379,383,3,20231109,15,10,592.80,False
7380,383,3,20240414,12,10,474.24,False
7381,383,3,20240917,12,10,474.24,False
7382,383,3,20250221,17,10,671.84,False
7383,383,3,20250727,20,10,790.40,False
7384,383,3,20251231,13,10,513.76,False
7385,461,11,20230101,112,50,25129.44,False
7386,461,11,20230606,86,50,19295.82,False
7387,461,11,20231109,118,50,26475.66,False
7388,461,11,20240414,92,50,20642.04,False
7389,461,11,20240917,116,50,26026.92,False
7390,461,11,20250221,174,50,39040.38,False
7391,461,11,20250727,174,50,39040.38,False
7392,461,11,20251231,204,50,45771.48,False
7393,666,10,20230101,43,10,7084.25,False
7394,666,10,20230606,42,10,6919.50,False
7395,666,10,20231109,53,10,8731.75,False
7396,666,10,20240414,55,10,9061.25,False
7397,666,10,20240917,68,10,11203.00,False
7398,666,10,20250221,66,10,10873.50,False
7399,666,10,20250727,62,10,10214.50,False
7400,666,10,20251231,73,10,12026.75,False
7401,548,10,20230101,435,75,73358.40,False
7402,548,10,20230606,394,75,66444.16,False
7403,548,10,20231109,364,75,61384.96,False
7404,548,10,20240414,342,75,57674.88,False
7405,548,10,20240917,339,75,57168.96,False
7406,548,10,20250221,303,75,51097.92,False
7407,548,10,20250727,300,75,50592.00,False
7408,548,10,20251231,251,75,42328.64,False
7409,905,1,20230101,132,100,1465.20,False
7410,905,1,20230606,145,100,1609.50,False
7411,905,1,20231109,166,100,1842.60,False
7412,905,1,20240414,128,100,1420.80,False
7413,905,1,20240917,212,100,2353.20,False
7414,905,1,20250221,228,100,2530.80,False
7415,905,1,20250727,271,100,3008.10,False
7416,905,1,20251231,265,100,2941.50,False
7417,917,10,20230101,98,50,56108.92,False
7418,917,10,20230606,93,50,53246.22,False
7419,917,10,20231109,117,50,66987.18,False
7420,917,10,20240414,119,50,68132.26,False
7421,917,10,20240917,124,50,70994.96,False
7422,917,10,20250221,154,50,88171.16,False
7423,917,10,20250727,161,50,92178.94,False
7424,917,10,20251231,157,50,89888.78,False
7425,931,6,20230101,72,20,7525.44,False
7426,931,6,20230606,66,20,6898.32,False
7427,931,6,20231109,65,20,6793.80,False
7428,931,6,20240414,55,20,5748.60,False
7429,931,6,20240917,41,20,4285.32,False
7430,931,6,20250221,48,20,5016.96,False
7431,931,6,20250727,37,20,3867.24,False
7432,931,6,20251231,45,20,4703.40,False
7433,619,11,20230101,323,50,235867.52,False
7434,619,11,20230606,284,50,207388.16,False
7435,619,11,20231109,237,50,173066.88,False
7436,619,11,20240414,227,50,165764.48,False
7437,619,11,20240917,194,50,141666.56,False
7438,619,11,20250221,189,50,138015.36,False
7439,619,11,20250727,169,50,123410.56,False
7440,619,11,20251231,162,50,118298.88,False
7441,84,7,20230101,17,25,172.72,True
7442,84,7,20230606,38,25,386.08,False
7443,84,7,20231109,46,25,467.36,False
7444,84,7,20240414,53,25,538.48,False
7445,84,7,20240917,34,25,345.44,False
7446,84,7,20250221,37,25,375.92,False
7447,84,7,20250727,43,25,436.88,False
7448,84,7,20251231,53,25,538.48,False
7449,478,3,20230101,51,20,210.63,False
7450,478,3,20230606,49,20,202.37,False
7451,478,3,20231109,34,20,140.42,False
7452,478,3,20240414,43,20,177.59,False
7453,478,3,20240917,65,20,268.45,False
7454,478,3,20250221,66,20,272.58,False
7455,478,3,20250727,41,20,169.33,False
7456,478,3,20251231,35,20,144.55,False
7457,285,3,20230101,288,75,593.28,False
7458,285,3,20230606,267,75,550.02,False
7459,285,3,20231109,304,75,626.24,False
7460,285,3,20240414,277,75,570.62,False
7461,285,3,20240917,279,75,574.74,False
7462,285,3,20250221,308,75,634.48,False
7463,285,3,20250727,263,75,541.78,False
7464,285,3,20251231,290,75,597.40,False
7465,330,11,20230101,68,20,1570.12,False
7466,330,11,20230606,70,20,1616.30,False
7467,330,11,20231109,62,20,1431.58,False
7468,330,11,20240414,62,20,1431.58,False
7469,330,11,20240917,67,20,1547.03,False
7470,330,11,20250221,65,20,1500.85,False
7471,330,11,20250727,68,20,1570.12,False
7472,330,11,20251231,75,20,1731.75,False
7473,847,10,20230101,396,100,14390.64,False
7474,847,10,20230606,367,100,13336.78,False
7475,847,10,20231109,407,100,14790.38,False
7476,847,10,20240414,371,100,13482.14,False
7477,847,10,20240917,364,100,13227.76,False
7478,847,10,20250221,335,100,12173.90,False
7479,847,10,20250727,422,100,15335.48,False
7480,847,10,20251231,371,100,13482.14,False
7481,322,6,20230101,292,50,8885.56,False
7482,322,6,20230606,289,50,8794.27,False
7483,322,6,20231109,317,50,9646.31,False
7484,322,6,20240414,304,50,9250.72,False
7485,322,6,20240917,335,50,10194.05,False
7486,322,6,20250221,320,50,9737.60,False
7487,322,6,20250727,347,50,10559.21,False
7488,322,6,20251231,378,50,11502.54,False
7489,919,9,20230101,103,25,12271.42,False
7490,919,9,20230606,95,25,11318.30,False
7491,919,9,20231109,102,25,12152.28,False
7492,919,9,20240414,104,25,12390.56,False
7493,919,9,20240917,88,25,10484.32,False
7494,919,9,20250221,81,25,9650.34,False
7495,919,9,20250727,58,25,6910.12,False
7496,919,9,20251231,74,25,8816.36,False
7497,895,10,20230101,49,20,3538.78,False
7498,895,10,20230606,43,20,3105.46,False
7499,895,10,20231109,52,20,3755.44,False
7500,895,10,20240414,31,20,2238.82,False
7501,895,10,20240917,28,20,2022.16,False
7502,895,10,20250221,37,20,2672.14,False
7503,895,10,20250727,30,20,2166.60,False
7504,895,10,20251231,30,20,2166.60,False
7505,290,2,20230101,239,75,3023.35,False
7506,290,2,20230606,234,75,2960.10,False
7507,290,2,20231109,313,75,3959.45,False
7508,290,2,20240414,334,75,4225.10,False
7509,290,2,20240917,253,75,3200.45,False
7510,290,2,20250221,154,75,1948.10,False
7511,290,2,20250727,147,75,1859.55,False
7512,290,2,20251231,133,75,1682.45,False
7513,745,9,20230101,363,100,1372.14,False
7514,745,9,20230606,370,100,1398.60,False
7515,745,9,20231109,388,100,1466.64,False
7516,745,9,20240414,347,100,1311.66,False
7517,745,9,20240917,290,100,1096.20,False
7518,745,9,20250221,299,100,1130.22,False
7519,745,9,20250727,193,100,729.54,False
7520,745,9,20251231,315,100,1190.70,False
7521,166,2,20230101,184,50,1455.44,False
7522,166,2,20230606,203,50,1605.73,False
7523,166,2,20231109,223,50,1763.93,False
7524,166,2,20240414,208,50,1645.28,False
7525,166,2,20240917,210,50,1661.10,False
7526,166,2,20250221,196,50,1550.36,False
7527,166,2,20250727,203,50,1605.73,False
7528,166,2,20251231,262,50,2072.42,False
7529,716,2,20230101,67,50,22293.58,False
7530,716,2,20230606,64,50,21295.36,False
7531,716,2,20231109,79,50,26286.46,False
7532,716,2,20240414,18,50,5989.32,True
7533,716,2,20240917,0,50,0.00,True
7534,716,2,20250221,0,50,0.00,True
7535,716,2,20250727,0,50,0.00,True
7536,716,2,20251231,8,50,2661.92,True
7537,796,2,20230101,83,25,4213.91,False
7538,796,2,20230606,72,25,3655.44,False
7539,796,2,20231109,76,25,3858.52,False
7540,796,2,20240414,90,25,4569.30,False
7541,796,2,20240917,86,25,4366.22,False
7542,796,2,20250221,110,25,5584.70,False
7543,796,2,20250727,129,25,6549.33,False
7544,796,2,20251231,114,25,5787.78,False
7545,248,1,20230101,301,50,13286.14,False
7546,248,1,20230606,301,50,13286.14,False
7547,248,1,20231109,303,50,13374.42,False
7548,248,1,20240414,278,50,12270.92,False
7549,248,1,20240917,283,50,12491.62,False
7550,248,1,20250221,279,50,12315.06,False
7551,248,1,20250727,294,50,12977.16,False
7552,248,1,20251231,315,50,13904.10,False
7553,935,10,20230101,442,100,12406.94,False
7554,935,10,20230606,512,100,14371.84,False
7555,935,10,20231109,480,100,13473.60,False
7556,935,10,20240414,420,100,11789.40,False
7557,935,10,20240917,386,100,10835.02,False
7558,935,10,20250221,455,100,12771.85,False
7559,935,10,20250727,469,100,13164.83,False
7560,935,10,20251231,387,100,10863.09,False
7561,221,10,20230101,44,20,772.64,False
7562,221,10,20230606,71,20,1246.76,False
7563,221,10,20231109,63,20,1106.28,False
7564,221,10,20240414,60,20,1053.60,False
7565,221,10,20240917,63,20,1106.28,False
7566,221,10,20250221,68,20,1194.08,False
7567,221,10,20250727,64,20,1123.84,False
7568,221,10,20251231,76,20,1334.56,False
7569,171,1,20230101,14,10,441.70,False
7570,171,1,20230606,20,10,631.00,False
7571,171,1,20231109,24,10,757.20,False
7572,171,1,20240414,24,10,757.20,False
7573,171,1,20240917,20,10,631.00,False
7574,171,1,20250221,16,10,504.80,False
7575,171,1,20250727,10,10,315.50,False
7576,171,1,20251231,5,10,157.75,True
7577,34,10,20230101,80,25,8160.80,False
7578,34,10,20230606,109,25,11119.09,False
7579,34,10,20231109,101,25,10303.01,False
7580,34,10,20240414,130,25,13261.30,False
7581,34,10,20240917,134,25,13669.34,False
7582,34,10,20250221,144,25,14689.44,False
7583,34,10,20250727,153,25,15607.53,False
7584,34,10,20251231,156,25,15913.56,False
7585,638,4,20230101,427,100,42196.14,False
7586,638,4,20230606,358,100,35377.56,False
7587,638,4,20231109,315,100,31128.30,False
7588,638,4,20240414,317,100,31325.94,False
7589,638,4,20240917,224,100,22135.68,False
7590,638,4,20250221,225,100,22234.50,False
7591,638,4,20250727,211,100,20851.02,False
7592,638,4,20251231,98,100,9684.36,True
7593,570,5,20230101,43,10,4883.94,False
7594,570,5,20230606,47,10,5338.26,False
7595,570,5,20231109,56,10,6360.48,False
7596,570,5,20240414,43,10,4883.94,False
7597,570,5,20240917,36,10,4088.88,False
7598,570,5,20250221,38,10,4316.04,False
7599,570,5,20250727,34,10,3861.72,False
7600,570,5,20251231,26,10,2953.08,False
7601,560,8,20230101,47,25,9113.30,False
7602,560,8,20230606,24,25,4653.60,True
7603,560,8,20231109,6,25,1163.40,True
7604,560,8,20240414,24,25,4653.60,True
7605,560,8,20240917,27,25,5235.30,False
7606,560,8,20250221,32,25,6204.80,False
7607,560,8,20250727,46,25,8919.40,False
7608,560,8,20251231,60,25,11634.00,False
7609,868,9,20230101,52,20,1796.60,False
7610,868,9,20230606,39,20,1347.45,False
7611,868,9,20231109,19,20,656.45,True
7612,868,9,20240414,20,20,691.00,False
7613,868,9,20240917,11,20,380.05,True
7614,868,9,20250221,0,20,0.00,True
7615,868,9,20250727,0,20,0.00,True
7616,868,9,20251231,1,20,34.55,True
7617,72,2,20230101,75,20,26100.75,False
7618,72,2,20230606,61,20,21228.61,False
7619,72,2,20231109,57,20,19836.57,False
7620,72,2,20240414,73,20,25404.73,False
7621,72,2,20240917,96,20,33408.96,False
7622,72,2,20250221,116,20,40369.16,False
7623,72,2,20250727,103,20,35845.03,False
7624,72,2,20251231,122,20,42457.22,False
7625,501,11,20230101,66,25,2721.84,False
7626,501,11,20230606,62,25,2556.88,False
7627,501,11,20231109,44,25,1814.56,False
7628,501,11,20240414,51,25,2103.24,False
7629,501,11,20240917,44,25,1814.56,False
7630,501,11,20250221,34,25,1402.16,False
7631,501,11,20250727,29,25,1195.96,False
7632,501,11,20251231,43,25,1773.32,False
7633,171,2,20230101,9,10,283.95,True
7634,171,2,20230606,6,10,189.30,True
7635,171,2,20231109,7,10,220.85,True
7636,171,2,20240414,8,10,252.40,True
7637,171,2,20240917,13,10,410.15,False
7638,171,2,20250221,8,10,252.40,True
7639,171,2,20250727,6,10,189.30,True
7640,171,2,20251231,12,10,378.60,False
7641,89,7,20230101,25,25,484.00,False
7642,89,7,20230606,25,25,484.00,False
7643,89,7,20231109,32,25,619.52,False
7644,89,7,20240414,43,25,832.48,False
7645,89,7,20240917,60,25,1161.60,False
7646,89,7,20250221,53,25,1026.08,False
7647,89,7,20250727,59,25,1142.24,False
7648,89,7,20251231,66,25,1277.76,False
7649,493,7,20230101,58,20,13999.46,False
7650,493,7,20230606,58,20,13999.46,False
7651,493,7,20231109,47,20,11344.39,False
7652,493,7,20240414,48,20,11585.76,False
7653,493,7,20240917,31,20,7482.47,False
7654,493,7,20250221,33,20,7965.21,False
7655,493,7,20250727,45,20,10861.65,False
7656,493,7,20251231,57,20,13758.09,False
7657,161,2,20230101,313,50,56537.19,False
7658,161,2,20230606,317,50,57259.71,False
7659,161,2,20231109,322,50,58162.86,False
7660,161,2,20240414,323,50,58343.49,False
7661,161,2,20240917,345,50,62317.35,False
7662,161,2,20250221,352,50,63581.76,False
7663,161,2,20250727,306,50,55272.78,False
7664,161,2,20251231,229,50,41364.27,False
7665,916,8,20230101,50,10,1647.00,False
7666,916,8,20230606,52,10,1712.88,False
7667,916,8,20231109,54,10,1778.76,False
7668,916,8,20240414,50,10,1647.00,False
7669,916,8,20240917,43,10,1416.42,False
7670,916,8,20250221,40,10,1317.60,False
7671,916,8,20250727,39,10,1284.66,False
7672,916,8,20251231,42,10,1383.48,False
7673,622,3,20230101,134,50,33076.56,False
7674,622,3,20230606,161,50,39741.24,False
7675,622,3,20231109,208,50,51342.72,False
7676,622,3,20240414,207,50,51095.88,False
7677,622,3,20240917,185,50,45665.40,False
7678,622,3,20250221,164,50,40481.76,False
7679,622,3,20250727,141,50,34804.44,False
7680,622,3,20251231,129,50,31842.36,False
7681,740,1,20230101,79,25,926.67,False
7682,740,1,20230606,76,25,891.48,False
7683,740,1,20231109,67,25,785.91,False
7684,740,1,20240414,60,25,703.80,False
7685,740,1,20240917,61,25,715.53,False
7686,740,1,20250221,46,25,539.58,False
7687,740,1,20250727,42,25,492.66,False
7688,740,1,20251231,28,25,328.44,False
7689,612,8,20230101,26,25,2829.84,False
7690,612,8,20230606,42,25,4571.28,False
7691,612,8,20231109,32,25,3482.88,False
7692,612,8,20240414,36,25,3918.24,False
7693,612,8,20240917,28,25,3047.52,False
7694,612,8,20250221,32,25,3482.88,False
7695,612,8,20250727,37,25,4027.08,False
7696,612,8,20251231,46,25,5006.64,False
7697,278,4,20230101,214,50,3558.82,False
7698,278,4,20230606,238,50,3957.94,False
7699,278,4,20231109,192,50,3192.96,False
7700,278,4,20240414,230,50,3824.90,False
7701,278,4,20240917,242,50,4024.46,False
7702,278,4,20250221,243,50,4041.09,False
7703,278,4,20250727,240,50,3991.20,False
7704,278,4,20251231,238,50,3957.94,False
7705,719,6,20230101,201,100,1252.23,False
7706,719,6,20230606,178,100,1108.94,False
7707,719,6,20231109,140,100,872.20,False
7708,719,6,20240414,140,100,872.20,False
7709,719,6,20240917,138,100,859.74,False
7710,719,6,20250221,182,100,1133.86,False
7711,719,6,20250727,166,100,1034.18,False
7712,719,6,20251231,127,100,791.21,False
7713,629,12,20230101,206,75,20968.74,False
7714,629,12,20230606,263,75,26770.77,False
7715,629,12,20231109,272,75,27686.88,False
7716,629,12,20240414,279,75,28399.41,False
7717,629,12,20240917,295,75,30028.05,False
7718,629,12,20250221,249,75,25345.71,False
7719,629,12,20250727,202,75,20561.58,False
7720,629,12,20251231,210,75,21375.90,False
7721,577,8,20230101,95,100,1081.10,True
7722,577,8,20230606,71,100,807.98,True
7723,577,8,20231109,0,100,0.00,True
7724,577,8,20240414,0,100,0.00,True
7725,577,8,20240917,62,100,705.56,True
7726,577,8,20250221,47,100,534.86,True
7727,577,8,20250727,46,100,523.48,True
7728,577,8,20251231,69,100,785.22,True
7729,802,3,20230101,133,75,53009.81,False
7730,802,3,20230606,160,75,63771.20,False
7731,802,3,20231109,166,75,66162.62,False
7732,802,3,20240414,224,75,89279.68,False
7733,802,3,20240917,239,75,95258.23,False
7734,802,3,20250221,255,75,101635.35,False
7735,802,3,20250727,143,75,56995.51,False
7736,802,3,20251231,166,75,66162.62,False
7737,624,4,20230101,242,75,135425.62,False
7738,624,4,20230606,213,75,119196.93,False
7739,624,4,20231109,255,75,142700.55,False
7740,624,4,20240414,284,75,158929.24,False
7741,624,4,20240917,281,75,157250.41,False
7742,624,4,20250221,317,75,177396.37,False
7743,624,4,20250727,266,75,148856.26,False
7744,624,4,20251231,244,75,136544.84,False
7745,703,7,20230101,116,25,1247.00,False
7746,703,7,20230606,127,25,1365.25,False
7747,703,7,20231109,132,25,1419.00,False
7748,703,7,20240414,135,25,1451.25,False
7749,703,7,20240917,147,25,1580.25,False
7750,703,7,20250221,161,25,1730.75,False
7751,703,7,20250727,162,25,1741.50,False
7752,703,7,20251231,174,25,1870.50,False
7753,133,12,20230101,36,10,3119.40,False
7754,133,12,20230606,29,10,2512.85,False
7755,133,12,20231109,35,10,3032.75,False
7756,133,12,20240414,32,10,2772.80,False
7757,133,12,20240917,37,10,3206.05,False
7758,133,12,20250221,44,10,3812.60,False
7759,133,12,20250727,35,10,3032.75,False
7760,133,12,20251231,38,10,3292.70,False
7761,122,10,20230101,157,100,13349.71,False
7762,122,10,20230606,154,100,13094.62,False
7763,122,10,20231109,181,100,15390.43,False
7764,122,10,20240414,152,100,12924.56,False
7765,122,10,20240917,177,100,15050.31,False
7766,122,10,20250221,162,100,13774.86,False
7767,122,10,20250727,165,100,14029.95,False
7768,122,10,20251231,87,100,7397.61,True
7769,503,5,20230101,515,100,60491.90,False
7770,503,5,20230606,480,100,56380.80,False
7771,503,5,20231109,472,100,55441.12,False
7772,503,5,20240414,563,100,66129.98,False
7773,503,5,20240917,528,100,62018.88,False
7774,503,5,20250221,559,100,65660.14,False
7775,503,5,20250727,550,100,64603.00,False
7776,503,5,20251231,613,100,72002.98,False
7777,272,10,20230101,31,10,2847.66,False
7778,272,10,20230606,24,10,2204.64,False
7779,272,10,20231109,17,10,1561.62,False
7780,272,10,20240414,11,10,1010.46,False
7781,272,10,20240917,2,10,183.72,True
7782,272,10,20250221,2,10,183.72,True
7783,272,10,20250727,4,10,367.44,True
7784,272,10,20251231,0,10,0.00,True
7785,228,4,20230101,75,25,3099.00,False
7786,228,4,20230606,60,25,2479.20,False
7787,228,4,20231109,52,25,2148.64,False
7788,228,4,20240414,49,25,2024.68,False
7789,228,4,20240917,40,25,1652.80,False
7790,228,4,20250221,50,25,2066.00,False
7791,228,4,20250727,54,25,2231.28,False
7792,228,4,20251231,54,25,2231.28,False
7793,63,7,20230101,10,10,810.20,False
7794,63,7,20230606,7,10,567.14,True
7795,63,7,20231109,8,10,648.16,True
7796,63,7,20240414,9,10,729.18,True
7797,63,7,20240917,17,10,1377.34,False
7798,63,7,20250221,18,10,1458.36,False
7799,63,7,20250727,10,10,810.20,False
7800,63,7,20251231,17,10,1377.34,False
7801,367,2,20230101,255,75,77497.05,False
7802,367,2,20230606,319,75,96947.29,False
7803,367,2,20231109,278,75,84486.98,False
7804,367,2,20240414,296,75,89957.36,False
7805,367,2,20240917,212,75,64428.92,False
7806,367,2,20250221,211,75,64125.01,False
7807,367,2,20250727,229,75,69595.39,False
7808,367,2,20251231,231,75,70203.21,False
7809,789,8,20230101,54,20,73.44,False
7810,789,8,20230606,56,20,76.16,False
7811,789,8,20231109,66,20,89.76,False
7812,789,8,20240414,60,20,81.60,False
7813,789,8,20240917,49,20,66.64,False
7814,789,8,20250221,62,20,84.32,False
7815,789,8,20250727,66,20,89.76,False
7816,789,8,20251231,72,20,97.92,False
7817,243,7,20230101,31,10,1266.35,False
7818,243,7,20230606,26,10,1062.10,False
7819,243,7,20231109,34,10,1388.90,False
7820,243,7,20240414,36,10,1470.60,False
7821,243,7,20240917,28,10,1143.80,False
7822,243,7,20250221,21,10,857.85,False
7823,243,7,20250727,22,10,898.70,False
7824,243,7,20251231,28,10,1143.80,False
7825,113,5,20230101,260,75,24232.00,False
7826,113,5,20230606,249,75,23206.80,False
7827,113,5,20231109,269,75,25070.80,False
7828,113,5,20240414,277,75,25816.40,False
7829,113,5,20240917,201,75,18733.20,False
7830,113,5,20250221,162,75,15098.40,False
7831,113,5,20250727,178,75,16589.60,False
7832,113,5,20251231,286,75,26655.20,False
7833,291,12,20230101,102,20,2975.34,False
7834,291,12,20230606,103,20,3004.51,False
7835,291,12,20231109,106,20,3092.02,False
7836,291,12,20240414,89,20,2596.13,False
7837,291,12,20240917,83,20,2421.11,False
7838,291,12,20250221,90,20,2625.30,False
7839,291,12,20250727,96,20,2800.32,False
7840,291,12,20251231,94,20,2741.98,False
7841,499,8,20230101,250,50,27135.00,False
7842,499,8,20230606,273,50,29631.42,False
7843,499,8,20231109,251,50,27243.54,False
7844,499,8,20240414,261,50,28328.94,False
7845,499,8,20240917,272,50,29522.88,False
7846,499,8,20250221,298,50,32344.92,False
7847,499,8,20250727,285,50,30933.90,False
7848,499,8,20251231,295,50,32019.30,False
7849,900,10,20230101,31,20,1399.65,False
7850,900,10,20230606,22,20,993.30,False
7851,900,10,20231109,50,20,2257.50,False
7852,900,10,20240414,70,20,3160.50,False
7853,900,10,20240917,70,20,3160.50,False
7854,900,10,20250221,77,20,3476.55,False
7855,900,10,20250727,64,20,2889.60,False
7856,900,10,20251231,79,20,3566.85,False
7857,331,6,20230101,169,75,90580.62,False
7858,331,6,20230606,86,75,46094.28,False
7859,331,6,20231109,140,75,75037.20,False
7860,331,6,20240414,120,75,64317.60,False
7861,331,6,20240917,142,75,76109.16,False
7862,331,6,20250221,98,75,52526.04,False
7863,331,6,20250727,104,75,55741.92,False
7864,331,6,20251231,154,75,82540.92,False
7865,27,4,20230101,52,20,981.24,False
7866,27,4,20230606,39,20,735.93,False
7867,27,4,20231109,25,20,471.75,False
7868,27,4,20240414,20,20,377.40,False
7869,27,4,20240917,19,20,358.53,True
7870,27,4,20250221,15,20,283.05,True
7871,27,4,20250727,8,20,150.96,True
7872,27,4,20251231,0,20,0.00,True
7873,65,8,20230101,35,10,6261.85,False
7874,65,8,20230606,32,10,5725.12,False
7875,65,8,20231109,23,10,4114.93,False
7876,65,8,20240414,24,10,4293.84,False
7877,65,8,20240917,13,10,2325.83,False
7878,65,8,20250221,12,10,2146.92,False
7879,65,8,20250727,2,10,357.82,True
7880,65,8,20251231,0,10,0.00,True
7881,247,1,20230101,55,10,4870.80,False
7882,247,1,20230606,46,10,4073.76,False
7883,247,1,20231109,44,10,3896.64,False
7884,247,1,20240414,49,10,4339.44,False
7885,247,1,20240917,36,10,3188.16,False
7886,247,1,20250221,38,10,3365.28,False
7887,247,1,20250727,35,10,3099.60,False
7888,247,1,20251231,27,10,2391.12,False
7889,704,1,20230101,45,10,3400.20,False
7890,704,1,20230606,38,10,2871.28,False
7891,704,1,20231109,31,10,2342.36,False
7892,704,1,20240414,36,10,2720.16,False
7893,704,1,20240917,38,10,2871.28,False
7894,704,1,20250221,34,10,2569.04,False
7895,704,1,20250727,29,10,2191.24,False
7896,704,1,20251231,26,10,1964.56,False
7897,918,3,20230101,66,20,8053.32,False
7898,918,3,20230606,61,20,7443.22,False
7899,918,3,20231109,67,20,8175.34,False
7900,918,3,20240414,70,20,8541.40,False
7901,918,3,20240917,71,20,8663.42,False
7902,918,3,20250221,69,20,8419.38,False
7903,918,3,20250727,67,20,8175.34,False
7904,918,3,20251231,65,20,7931.30,False
7905,74,2,20230101,107,25,711.55,False
7906,74,2,20230606,123,25,817.95,False
7907,74,2,20231109,126,25,837.90,False
7908,74,2,20240414,134,25,891.10,False
7909,74,2,20240917,111,25,738.15,False
7910,74,2,20250221,116,25,771.40,False
7911,74,2,20250727,115,25,764.75,False
7912,74,2,20251231,114,25,758.10,False
7913,875,4,20230101,116,25,9223.16,False
7914,875,4,20230606,140,25,11131.40,False
7915,875,4,20231109,144,25,11449.44,False
7916,875,4,20240414,138,25,10972.38,False
7917,875,4,20240917,145,25,11528.95,False
7918,875,4,20250221,152,25,12085.52,False
7919,875,4,20250727,141,25,11210.91,False
7920,875,4,20251231,138,25,10972.38,False
7921,278,2,20230101,67,50,1114.21,False
7922,278,2,20230606,37,50,615.31,True
7923,278,2,20231109,0,50,0.00,True
7924,278,2,20240414,8,50,133.04,True
7925,278,2,20240917,58,50,964.54,False
7926,278,2,20250221,77,50,1280.51,False
7927,278,2,20250727,11,50,182.93,True
7928,278,2,20251231,15,50,249.45,True
7929,422,4,20230101,53,20,5624.89,False
7930,422,4,20230606,40,20,4245.20,False
7931,422,4,20231109,35,20,3714.55,False
7932,422,4,20240414,30,20,3183.90,False
7933,422,4,20240917,29,20,3077.77,False
7934,422,4,20250221,27,20,2865.51,False
7935,422,4,20250727,26,20,2759.38,False
7936,422,4,20251231,33,20,3502.29,False
7937,55,10,20230101,584,100,47893.84,False
7938,55,10,20230606,577,100,47319.77,False
7939,55,10,20231109,565,100,46335.65,False
7940,55,10,20240414,588,100,48221.88,False
7941,55,10,20240917,540,100,44285.40,False
7942,55,10,20250221,504,100,41333.04,False
7943,55,10,20250727,600,100,49206.00,False
7944,55,10,20251231,556,100,45597.56,False
7945,189,2,20230101,162,50,14236.56,False
7946,189,2,20230606,168,50,14763.84,False
7947,189,2,20231109,172,50,15115.36,False
7948,189,2,20240414,205,50,18015.40,False
7949,189,2,20240917,189,50,16609.32,False
