"purchase_key","purchase_order_id","supplier_key","product_key","order_date_key","received_date_key","quantity","unit_cost","purchase_value","lead_time_days"
4234,"PO004234",8,43,20250524,20250525,50,102.44,5122.00,1
4235,"PO004235",55,682,20231105,20231127,50,764.64,38232.00,22
4236,"PO004236",21,169,20230614,20230704,100,63.58,6358.00,20
4237,"PO004237",84,123,20240817,20240908,50,108.52,5426.00,22
4238,"PO004238",94,855,20240807,20240829,200,12.58,2516.00,22
4239,"PO004239",97,121,20241209,20241228,100,460.12,46012.00,19
4240,"PO004240",12,36,20230119,20230209,1000,110.34,110340.00,21
4241,"PO004241",80,996,20250310,20250318,300,636.56,190968.00,8
4242,"PO004242",58,365,20230317,20230331,100,86.10,8610.00,14
4243,"PO004243",29,890,20230128,20230212,500,86.59,43295.00,15
4244,"PO004244",2,628,20250804,20250826,1000,33.48,33480.00,22
4245,"PO004245",67,603,20230421,20230429,500,8.90,4450.00,8
4246,"PO004246",15,288,20231120,20231202,150,69.25,10387.50,12
4247,"PO004247",25,33,20230327,20230412,50,37.33,1866.50,16
4248,"PO004248",94,912,20241217,20250104,500,229.19,114595.00,18
4249,"PO004249",29,890,20230826,20230904,50,80.46,4023.00,9
4250,"PO004250",93,211,20231122,20231207,750,150.52,112890.00,15
4251,"PO004251",72,961,20251008,20251011,150,702.03,105304.50,3
4252,"PO004252",105,533,20250228,20250322,200,67.98,13596.00,22
4253,"PO004253",31,48,20250408,20250419,1000,13.92,13920.00,11
4254,"PO004254",14,644,20230207,20230212,750,268.05,201037.50,5
4255,"PO004255",59,295,20240830,20240917,1000,5.66,5660.00,18
4256,"PO004256",99,189,20250725,20250805,300,86.59,25977.00,11
4257,"PO004257",27,643,20250826,20250830,150,66.52,9978.00,4
4258,"PO004258",19,788,20230804,20230823,100,15.85,1585.00,19
4259,"PO004259",89,348,20241115,20241209,200,195.30,39060.00,24
4260,"PO004260",38,558,20251010,20251011,1000,780.41,780410.00,1
4261,"PO004261",9,636,20231004,20231006,200,97.65,19530.00,2
4262,"PO004262",23,648,20230317,20230320,750,8.03,6022.50,3
4263,"PO004263",28,580,20230805,20230831,750,35.14,26355.00,26
4264,"PO004264",101,684,20240408,20240503,300,12.91,3873.00,25
4265,"PO004265",104,282,20230731,20230820,50,545.94,27297.00,20
4266,"PO004266",109,706,20250428,20250511,200,26.39,5278.00,13
4267,"PO004267",1,97,20250107,20250129,150,50.60,7590.00,22
4268,"PO004268",73,559,20230531,20230622,1000,8.87,8870.00,22
4269,"PO004269",49,941,20231012,20231103,1000,28.35,28350.00,22
4270,"PO004270",87,396,20240109,20240125,1000,3.36,3360.00,16
4271,"PO004271",110,758,20250504,20250526,750,202.97,152227.50,22
4272,"PO004272",109,287,20250702,20250713,500,13.22,6610.00,11
4273,"PO004273",120,205,20250916,20251001,50,136.27,6813.50,15
4274,"PO004274",96,992,20241007,20241016,150,173.86,26079.00,9
4275,"PO004275",77,44,20241216,20241228,750,695.88,521910.00,12
4276,"PO004276",66,662,20250109,20250111,150,85.02,12753.00,2
4277,"PO004277",20,280,20240923,20240925,750,130.67,98002.50,2
4278,"PO004278",70,251,20250908,20251006,150,92.91,13936.50,28
4279,"PO004279",41,416,20230415,20230425,100,732.38,73238.00,10
4280,"PO004280",109,794,20240513,20240524,300,72.41,21723.00,11
4281,"PO004281",48,23,20230918,20231002,100,8.00,800.00,14
4282,"PO004282",97,508,20240106,20240122,750,917.12,687840.00,16
4283,"PO004283",91,671,20240223,20240318,100,7.90,790.00,24
4284,"PO004284",3,463,20250511,20250526,50,26.48,1324.00,15
4285,"PO004285",68,564,20230414,20230426,500,13.11,6555.00,12
4286,"PO004286",79,470,20231206,20240102,200,372.54,74508.00,27
4287,"PO004287",21,453,20250127,20250220,500,174.55,87275.00,24
4288,"PO004288",28,692,20240623,20240722,1000,322.58,322580.00,29
4289,"PO004289",82,504,20230128,20230227,500,508.69,254345.00,30
4290,"PO004290",107,131,20230316,20230411,200,128.58,25716.00,26
4291,"PO004291",53,31,20250616,20250630,100,12.78,1278.00,14
4292,"PO004292",19,836,20250516,20250529,50,8.13,406.50,13
4293,"PO004293",6,969,20240214,20240225,300,34.73,10419.00,11
4294,"PO004294",22,605,20241227,20250112,750,40.52,30390.00,16
4295,"PO004295",120,420,20230523,20230604,750,133.13,99847.50,12
4296,"PO004296",94,520,20250306,20250325,750,89.78,67335.00,19
4297,"PO004297",99,593,20230812,20230820,750,76.80,57600.00,8
4298,"PO004298",73,445,20240611,20240701,750,68.56,51420.00,20
4299,"PO004299",71,815,20230708,20230729,500,20.22,10110.00,21
4300,"PO004300",28,21,20250910,20251004,500,64.99,32495.00,24
4301,"PO004301",30,591,20240622,20240715,300,39.63,11889.00,23
4302,"PO004302",39,132,20230217,20230307,1000,61.08,61080.00,18
4303,"PO004303",89,348,20230711,20230729,300,206.23,61869.00,18
4304,"PO004304",115,965,20240218,20240301,200,8.73,1746.00,12
4305,"PO004305",56,137,20230228,20230302,200,20.98,4196.00,2
4306,"PO004306",35,604,20240124,20240215,50,275.60,13780.00,22
4307,"PO004307",55,838,20240220,20240315,300,145.37,43611.00,24
4308,"PO004308",84,248,20230121,20230215,1000,45.25,45250.00,25
4309,"PO004309",1,483,20250714,20250805,300,145.69,43707.00,22
4310,"PO004310",34,103,20230529,20230614,50,27.56,1378.00,16
4311,"PO004311",40,746,20250828,20250908,750,86.14,64605.00,11
4312,"PO004312",25,879,20241014,20241105,200,8.68,1736.00,22
4313,"PO004313",71,964,20240214,20240303,1000,82.13,82130.00,18
4314,"PO004314",61,147,20240203,20240228,150,58.18,8727.00,25
4315,"PO004315",74,206,20250626,20250630,200,36.53,7306.00,4
4316,"PO004316",25,904,20240517,20240608,500,18.67,9335.00,22
4317,"PO004317",118,673,20230711,20230817,200,105.12,21024.00,37
4318,"PO004318",5,216,20241020,20241106,150,18.53,2779.50,17
4319,"PO004319",64,222,20230518,20230527,1000,518.35,518350.00,9
4320,"PO004320",70,623,20230209,20230304,50,31.36,1568.00,23
4321,"PO004321",35,604,20240424,20240515,1000,268.31,268310.00,21
4322,"PO004322",101,539,20230214,20230307,50,642.72,32136.00,21
4323,"PO004323",101,725,20240627,20240719,500,5.04,2520.00,22
4324,"PO004324",90,479,20251216,20251231,200,381.31,76262.00,15
4325,"PO004325",85,293,20251129,20251211,750,167.95,125962.50,12
4326,"PO004326",94,908,20250825,20250916,1000,144.82,144820.00,22
4327,"PO004327",101,725,20230530,20230625,50,5.51,275.50,26
4328,"PO004328",19,337,20251121,20251213,500,20.20,10100.00,22
4329,"PO004329",115,106,20240823,20240831,100,89.78,8978.00,8
4330,"PO004330",61,94,20240819,20240913,500,145.25,72625.00,25
4331,"PO004331",46,761,20250502,20250520,150,234.88,35232.00,18
4332,"PO004332",58,320,20241203,20241224,150,271.36,40704.00,21
4333,"PO004333",90,110,20230410,20230423,150,76.20,11430.00,13
4334,"PO004334",28,873,20251026,20251125,200,33.10,6620.00,30
4335,"PO004335",17,273,20250811,20250828,1000,36.31,36310.00,17
4336,"PO004336",39,132,20240223,20240315,500,62.54,31270.00,21
4337,"PO004337",86,394,20231214,20231221,300,10.05,3015.00,7
4338,"PO004338",56,277,20250105,20250107,50,430.40,21520.00,2
4339,"PO004339",93,884,20230228,20230317,200,10.63,2126.00,17
4340,"PO004340",26,237,20230218,20230307,50,41.42,2071.00,17
4341,"PO004341",23,648,20240831,20240907,200,7.80,1560.00,7
4342,"PO004342",47,554,20251203,20251212,100,6.96,696.00,9
4343,"PO004343",107,675,20240616,20240710,500,59.82,29910.00,24
4344,"PO004344",59,930,20240227,20240314,100,26.89,2689.00,16
4345,"PO004345",7,258,20240216,20240307,100,444.89,44489.00,20
4346,"PO004346",11,118,20240820,20240928,150,78.12,11718.00,39
4347,"PO004347",101,488,20230220,20230313,200,13.63,2726.00,21
4348,"PO004348",29,871,20250428,20250505,500,48.25,24125.00,7
4349,"PO004349",39,796,20230409,20230430,300,52.69,15807.00,21
4350,"PO004350",17,273,20230112,20230129,50,34.78,1739.00,17
4351,"PO004351",76,649,20240120,20240215,750,36.26,27195.00,26
4352,"PO004352",115,965,20230219,20230306,50,8.79,439.50,15
4353,"PO004353",50,847,20230914,20231003,200,35.16,7032.00,19
4354,"PO004354",63,455,20240708,20240731,500,189.69,94845.00,23
4355,"PO004355",84,501,20250612,20250704,300,40.10,12030.00,22
4356,"PO004356",45,292,20250819,20250901,100,123.51,12351.00,13
4357,"PO004357",73,490,20250811,20250901,200,2.27,454.00,21
4358,"PO004358",120,420,20230716,20230730,1000,129.61,129610.00,14
4359,"PO004359",112,336,20241218,20250110,750,136.22,102165.00,23
4360,"PO004360",43,204,20231126,20231209,50,254.95,12747.50,13
4361,"PO004361",20,163,20250907,20250913,750,16.78,12585.00,6
4362,"PO004362",65,975,20251124,20251214,1000,33.51,33510.00,20
4363,"PO004363",87,985,20240224,20240311,1000,26.58,26580.00,16
4364,"PO004364",4,290,20250212,20250319,300,12.32,3696.00,35
4365,"PO004365",64,222,20240210,20240221,750,522.47,391852.50,11
4366,"PO004366",91,816,20230609,20230708,300,13.98,4194.00,29
4367,"PO004367",56,137,20251113,20251115,500,19.66,9830.00,2
4368,"PO004368",87,985,20240524,20240612,500,26.70,13350.00,19
4369,"PO004369",87,525,20230907,20230924,50,263.26,13163.00,17
4370,"PO004370",106,526,20230909,20230929,300,104.96,31488.00,20
4371,"PO004371",51,130,20240802,20240811,100,735.33,73533.00,9
4372,"PO004372",29,344,20250110,20250120,50,36.95,1847.50,10
4373,"PO004373",109,407,20251014,20251027,750,249.00,186750.00,13
4374,"PO004374",26,776,20230321,20230415,100,119.23,11923.00,25
4375,"PO004375",42,321,20231022,20231123,500,24.05,12025.00,32
4376,"PO004376",2,628,20240812,20240908,100,32.71,3271.00,27
4377,"PO004377",78,194,20240426,20240517,200,93.74,18748.00,21
4378,"PO004378",113,193,20250110,20250127,100,34.33,3433.00,17
4379,"PO004379",98,857,20230311,20230330,300,35.72,10716.00,19
4380,"PO004380",89,387,20250427,20250509,1000,68.24,68240.00,12
4381,"PO004381",112,465,20250322,20250419,750,89.15,66862.50,28
4382,"PO004382",99,593,20250725,20250806,100,74.06,7406.00,12
4383,"PO004383",106,960,20230309,20230328,1000,32.60,32600.00,19
4384,"PO004384",31,541,20241111,20241124,150,22.87,3430.50,13
4385,"PO004385",110,579,20231222,20240105,750,101.70,76275.00,14
4386,"PO004386",30,217,20240301,20240319,500,579.73,289865.00,18
4387,"PO004387",22,837,20230630,20230715,150,18.87,2830.50,15
4388,"PO004388",39,665,20240629,20240717,50,38.74,1937.00,18
4389,"PO004389",113,17,20231015,20231027,1000,58.95,58950.00,12
4390,"PO004390",33,9,20240630,20240726,150,48.28,7242.00,26
4391,"PO004391",70,518,20230303,20230324,150,583.55,87532.50,21
4392,"PO004392",7,915,20250509,20250526,1000,31.96,31960.00,17
4393,"PO004393",61,870,20230902,20230927,50,21.25,1062.50,25
4394,"PO004394",53,185,20250512,20250526,500,39.07,19535.00,14
4395,"PO004395",12,236,20231029,20231116,750,582.46,436845.00,18
4396,"PO004396",111,70,20240419,20240525,1000,367.97,367970.00,36
4397,"PO004397",67,47,20231207,20231213,1000,47.39,47390.00,6
4398,"PO004398",110,758,20230901,20230914,100,196.49,19649.00,13
4399,"PO004399",79,470,20230302,20230404,300,378.94,113682.00,33
4400,"PO004400",66,662,20230120,20230121,50,82.72,4136.00,1
4401,"PO004401",67,47,20240311,20240321,300,45.50,13650.00,10
4402,"PO004402",116,316,20241109,20241120,50,221.70,11085.00,11
4403,"PO004403",33,233,20231112,20231210,100,208.24,20824.00,28
4404,"PO004404",51,552,20250805,20250810,750,115.67,86752.50,5
4405,"PO004405",14,271,20230713,20230716,500,81.22,40610.00,3
4406,"PO004406",25,860,20240618,20240709,300,11.45,3435.00,21
4407,"PO004407",62,111,20230221,20230325,300,32.42,9726.00,32
4408,"PO004408",19,337,20250823,20250911,200,21.16,4232.00,19
4409,"PO004409",103,113,20250722,20250723,500,97.54,48770.00,1
4410,"PO004410",14,245,20250521,20250525,300,82.85,24855.00,4
4411,"PO004411",66,79,20241110,20241113,300,272.68,81804.00,3
4412,"PO004412",32,437,20240813,20240818,1000,26.38,26380.00,5
4413,"PO004413",97,627,20230531,20230619,150,646.09,96913.50,19
4414,"PO004414",35,192,20251021,20251108,50,50.17,2508.50,18
4415,"PO004415",58,509,20250725,20250810,50,8.36,418.00,16
4416,"PO004416",32,164,20250302,20250308,200,506.57,101314.00,6
4417,"PO004417",46,757,20230119,20230203,150,91.26,13689.00,15
4418,"PO004418",25,33,20241218,20250109,100,38.22,3822.00,22
4419,"PO004419",59,491,20250118,20250205,100,314.29,31429.00,18
4420,"PO004420",112,522,20250612,20250704,500,39.77,19885.00,22
4421,"PO004421",40,235,20250917,20251008,100,71.74,7174.00,21
4422,"PO004422",113,535,20250530,20250611,150,333.94,50091.00,12
4423,"PO004423",30,911,20230915,20231005,150,48.65,7297.50,20
4424,"PO004424",2,919,20231123,20231208,300,114.49,34347.00,15
4425,"PO004425",16,723,20250712,20250724,50,754.39,37719.50,12
4426,"PO004426",22,770,20231215,20231229,50,229.60,11480.00,14
4427,"PO004427",61,892,20241231,20250126,1000,26.69,26690.00,26
4428,"PO004428",33,383,20230427,20230524,200,39.54,7908.00,27
4429,"PO004429",74,228,20241031,20241107,500,40.65,20325.00,7
4430,"PO004430",91,671,20250415,20250510,750,8.49,6367.50,25
4431,"PO004431",50,832,20240912,20240930,500,45.96,22980.00,18
4432,"PO004432",101,173,20250407,20250428,1000,348.94,348940.00,21
4433,"PO004433",13,30,20240809,20240826,200,203.04,40608.00,17
4434,"PO004434",66,434,20250513,20250517,500,31.50,15750.00,4
4435,"PO004435",42,219,20241204,20250102,300,161.06,48318.00,29
4436,"PO004436",80,893,20240926,20240928,500,12.38,6190.00,2
4437,"PO004437",29,93,20230325,20230406,300,392.78,117834.00,12
4438,"PO004438",101,799,20251210,20260103,100,37.57,3757.00,24
4439,"PO004439",41,438,20251213,20260101,200,117.60,23520.00,19
4440,"PO004440",77,179,20250427,20250508,150,32.16,4824.00,11
4441,"PO004441",43,493,20230823,20230902,100,250.64,25064.00,10
4442,"PO004442",77,179,20250810,20250821,200,32.33,6466.00,11
4443,"PO004443",37,335,20230316,20230404,50,402.33,20116.50,19
4444,"PO004444",62,429,20240403,20240507,50,97.89,4894.50,34
4445,"PO004445",16,385,20230622,20230702,150,9.69,1453.50,10
4446,"PO004446",67,466,20250805,20250815,1000,348.66,348660.00,10
4447,"PO004447",70,63,20230917,20231013,1000,79.65,79650.00,26
4448,"PO004448",72,306,20240507,20240511,150,109.83,16474.50,4
4449,"PO004449",5,462,20250620,20250704,50,60.30,3015.00,14
4450,"PO004450",54,95,20250319,20250418,200,882.76,176552.00,30
4451,"PO004451",74,228,20240810,20240813,200,39.39,7878.00,3
4452,"PO004452",92,962,20230424,20230504,1000,108.92,108920.00,10
4453,"PO004453",81,215,20230716,20230725,50,17.66,883.00,9
4454,"PO004454",34,882,20230729,20230819,150,175.17,26275.50,21
4455,"PO004455",76,616,20250429,20250520,150,66.96,10044.00,21
4456,"PO004456",8,32,20250517,20250518,100,4.54,454.00,1
4457,"PO004457",120,205,20230817,20230829,750,136.03,102022.50,12
4458,"PO004458",23,648,20251005,20251009,200,7.71,1542.00,4
4459,"PO004459",119,477,20250627,20250628,200,12.70,2540.00,1
4460,"PO004460",6,581,20250208,20250216,100,23.35,2335.00,8
4461,"PO004461",43,926,20240917,20240927,200,25.90,5180.00,10
4462,"PO004462",120,804,20231222,20231227,750,133.51,100132.50,5
4463,"PO004463",20,280,20231114,20231120,100,128.99,12899.00,6
4464,"PO004464",20,844,20231001,20231007,200,900.06,180012.00,6
4465,"PO004465",54,487,20230815,20230920,150,224.56,33684.00,36
4466,"PO004466",111,70,20240217,20240403,300,336.86,101058.00,46
4467,"PO004467",4,590,20230115,20230219,150,15.40,2310.00,35
4468,"PO004468",38,999,20240724,20240728,500,27.70,13850.00,4
4469,"PO004469",14,906,20240710,20240720,150,31.13,4669.50,10
4470,"PO004470",76,616,20230619,20230711,200,64.78,12956.00,22
4471,"PO004471",92,494,20240529,20240607,50,78.87,3943.50,9
4472,"PO004472",67,512,20240724,20240729,300,61.01,18303.00,5
4473,"PO004473",110,214,20250811,20250824,750,35.61,26707.50,13
4474,"PO004474",72,538,20241126,20241130,100,25.97,2597.00,4
4475,"PO004475",118,183,20230413,20230513,500,129.84,64920.00,30
4476,"PO004476",12,36,20240629,20240723,500,106.83,53415.00,24
4477,"PO004477",29,905,20250106,20250117,100,11.44,1144.00,11
4478,"PO004478",5,848,20250925,20251007,1000,82.95,82950.00,12
4479,"PO004479",61,328,20231011,20231108,100,31.92,3192.00,28
4480,"PO004480",91,944,20230508,20230602,1000,74.57,74570.00,25
4481,"PO004481",50,733,20241109,20241124,200,121.30,24260.00,15
4482,"PO004482",16,304,20251203,20251217,50,279.79,13989.50,14
4483,"PO004483",55,691,20251125,20251215,50,19.91,995.50,20
4484,"PO004484",43,898,20231107,20231114,300,195.33,58599.00,7
4485,"PO004485",4,290,20250609,20250708,750,13.18,9885.00,29
4486,"PO004486",89,387,20251021,20251106,150,63.18,9477.00,16
4487,"PO004487",76,642,20240627,20240717,750,58.94,44205.00,20
4488,"PO004488",14,599,20250803,20250814,750,70.51,52882.50,11
4489,"PO004489",13,30,20250708,20250718,50,189.40,9470.00,10
4490,"PO004490",93,888,20230617,20230704,50,426.97,21348.50,17
4491,"PO004491",87,737,20231115,20231203,750,57.35,43012.50,18
4492,"PO004492",9,369,20251008,20251012,100,204.25,20425.00,4
4493,"PO004493",29,72,20250830,20250907,300,342.99,102897.00,8
4494,"PO004494",76,843,20230102,20230123,50,31.14,1557.00,21
4495,"PO004495",56,571,20230606,20230607,750,159.41,119557.50,1
4496,"PO004496",99,303,20240226,20240306,300,459.97,137991.00,9
4497,"PO004497",46,991,20241005,20241026,500,156.16,78080.00,21
4498,"PO004498",10,751,20241014,20241023,200,200.63,40126.00,9
4499,"PO004499",99,415,20241102,20241113,100,206.65,20665.00,11
4500,"PO004500",56,418,20230625,20230626,500,27.72,13860.00,1
4501,"PO004501",104,667,20250418,20250512,150,470.51,70576.50,24
4502,"PO004502",100,459,20250313,20250331,500,59.79,29895.00,18
4503,"PO004503",7,436,20240901,20240923,50,291.49,14574.50,22
4504,"PO004504",50,652,20240512,20240527,100,48.81,4881.00,15
4505,"PO004505",46,757,20240229,20240318,500,90.25,45125.00,18
4506,"PO004506",18,881,20241025,20241115,300,69.16,20748.00,21
4507,"PO004507",81,215,20240526,20240605,100,17.96,1796.00,10
4508,"PO004508",100,397,20251223,20260114,750,732.82,549615.00,22
4509,"PO004509",104,880,20241002,20241020,50,53.44,2672.00,18
4510,"PO004510",7,436,20230114,20230207,100,298.09,29809.00,24
4511,"PO004511",56,797,20231107,20231109,100,192.86,19286.00,2
4512,"PO004512",108,655,20240321,20240404,150,86.43,12964.50,14
4513,"PO004513",67,466,20250624,20250705,300,357.70,107310.00,11
4514,"PO004514",65,450,20230418,20230509,50,71.83,3591.50,21
4515,"PO004515",91,983,20250321,20250413,500,109.43,54715.00,23
4516,"PO004516",37,715,20230623,20230707,750,14.79,11092.50,14
4517,"PO004517",76,313,20240811,20240828,1000,179.60,179600.00,17
4518,"PO004518",116,358,20240113,20240122,150,889.11,133366.50,9
4519,"PO004519",9,369,20251127,20251205,500,205.01,102505.00,8
4520,"PO004520",53,896,20241102,20241117,100,238.42,23842.00,15
4521,"PO004521",41,438,20251102,20251115,300,115.34,34602.00,13
4522,"PO004522",17,209,20250818,20250902,750,6.73,5047.50,15
4523,"PO004523",90,720,20250601,20250617,200,300.42,60084.00,16
4524,"PO004524",83,868,20241026,20241121,100,34.58,3458.00,26
4525,"PO004525",80,125,20250503,20250506,1000,31.78,31780.00,3
4526,"PO004526",99,19,20230323,20230402,1000,251.60,251600.00,10
4527,"PO004527",54,658,20250221,20250326,100,59.55,5955.00,33
4528,"PO004528",75,517,20250409,20250429,300,766.12,229836.00,20
4529,"PO004529",120,420,20250524,20250605,150,127.72,19158.00,12
4530,"PO004530",41,207,20230718,20230803,300,14.44,4332.00,16
4531,"PO004531",22,20,20230315,20230401,500,101.73,50865.00,17
4532,"PO004532",107,866,20230420,20230516,300,77.02,23106.00,26
4533,"PO004533",39,834,20250726,20250809,500,33.37,16685.00,14
4534,"PO004534",91,671,20240218,20240312,50,8.46,423.00,23
4535,"PO004535",83,826,20230606,20230629,750,5.45,4087.50,23
4536,"PO004536",112,465,20231211,20231230,300,89.68,26904.00,19
4537,"PO004537",39,665,20251012,20251101,300,39.84,11952.00,20
4538,"PO004538",66,662,20250125,20250131,150,80.44,12066.00,6
4539,"PO004539",28,90,20230311,20230407,50,272.15,13607.50,27
4540,"PO004540",2,145,20250803,20250826,100,84.27,8427.00,23
4541,"PO004541",58,977,20230903,20230925,200,138.65,27730.00,22
4542,"PO004542",105,533,20230804,20230820,200,70.06,14012.00,16
4543,"PO004543",22,20,20250610,20250701,1000,96.35,96350.00,21
4544,"PO004544",99,127,20240224,20240310,1000,6.32,6320.00,15
4545,"PO004545",39,49,20250710,20250727,200,35.23,7046.00,17
4546,"PO004546",58,166,20230414,20230501,50,7.64,382.00,17
4547,"PO004547",5,660,20250817,20250830,1000,92.27,92270.00,13
4548,"PO004548",47,554,20241212,20241224,1000,6.64,6640.00,12
4549,"PO004549",71,865,20250920,20251012,100,71.22,7122.00,22
4550,"PO004550",71,815,20230627,20230719,100,21.42,2142.00,22
4551,"PO004551",117,341,20250203,20250219,150,743.97,111595.50,16
4552,"PO004552",67,920,20250427,20250504,300,153.10,45930.00,7
4553,"PO004553",3,813,20240827,20240911,500,535.42,267710.00,15
4554,"PO004554",45,292,20251113,20251129,150,120.90,18135.00,16
4555,"PO004555",30,790,20240315,20240407,1000,226.99,226990.00,23
4556,"PO004556",75,883,20251222,20260115,50,81.03,4051.50,24
4557,"PO004557",75,622,20231228,20240121,300,236.01,70803.00,24
4558,"PO004558",49,677,20240424,20240518,500,110.32,55160.00,24
4559,"PO004559",57,917,20240323,20240412,1000,561.63,561630.00,20
4560,"PO004560",90,172,20240411,20240424,200,87.24,17448.00,13
4561,"PO004561",51,641,20250321,20250324,100,67.19,6719.00,3
4562,"PO004562",5,462,20240305,20240318,150,60.79,9118.50,13
4563,"PO004563",8,270,20251231,20260101,750,60.35,45262.50,1
4564,"PO004564",83,626,20240317,20240406,100,36.73,3673.00,20
4565,"PO004565",4,590,20250520,20250618,500,15.57,7785.00,29
4566,"PO004566",69,4,20240323,20240401,200,111.55,22310.00,9
4567,"PO004567",117,779,20230731,20230817,150,9.35,1402.50,17
4568,"PO004568",40,167,20250422,20250512,300,35.52,10656.00,20
4569,"PO004569",75,517,20231019,20231108,300,758.93,227679.00,20
4570,"PO004570",56,137,20250505,20250507,750,20.87,15652.50,2
4571,"PO004571",58,324,20231204,20231217,500,162.85,81425.00,13
4572,"PO004572",24,34,20250511,20250525,1000,106.64,106640.00,14
4573,"PO004573",37,285,20250502,20250518,200,2.11,422.00,16
4574,"PO004574",38,275,20241017,20241025,200,54.23,10846.00,8
4575,"PO004575",119,845,20240816,20240817,750,10.68,8010.00,1
4576,"PO004576",59,50,20230905,20230918,300,140.53,42159.00,13
4577,"PO004577",101,488,20231001,20231024,1000,13.35,13350.00,23
4578,"PO004578",102,784,20240701,20240725,150,92.01,13801.50,24
4579,"PO004579",23,13,20251029,20251030,500,11.40,5700.00,1
4580,"PO004580",31,350,20240424,20240504,200,23.00,4600.00,10
4581,"PO004581",80,92,20230427,20230502,200,44.54,8908.00,5
4582,"PO004582",3,637,20230507,20230520,750,487.44,365580.00,13
4583,"PO004583",58,773,20240209,20240226,300,38.56,11568.00,17
4584,"PO004584",56,598,20241103,20241104,100,298.48,29848.00,1
4585,"PO004585",102,410,20230309,20230401,1000,158.70,158700.00,23
4586,"PO004586",77,442,20240812,20240831,500,300.61,150305.00,19
4587,"PO004587",109,794,20250106,20250113,500,74.86,37430.00,7
4588,"PO004588",16,686,20240925,20241005,150,319.63,47944.50,10
4589,"PO004589",58,630,20251029,20251119,500,75.85,37925.00,21
4590,"PO004590",69,51,20250720,20250730,150,14.12,2118.00,10
4591,"PO004591",30,911,20240104,20240124,50,47.60,2380.00,20
4592,"PO004592",95,266,20241217,20241225,200,10.86,2172.00,8
4593,"PO004593",50,841,20230112,20230131,200,30.11,6022.00,19
4594,"PO004594",43,151,20240826,20240908,100,18.05,1805.00,13
4595,"PO004595",58,327,20250604,20250620,300,31.42,9426.00,16
4596,"PO004596",77,333,20240607,20240615,150,4.69,703.50,8
4597,"PO004597",6,732,20240329,20240410,1000,681.70,681700.00,12
4598,"PO004598",111,307,20241004,20241105,200,775.74,155148.00,32
4599,"PO004599",85,875,20230820,20230904,100,78.79,7879.00,15
4600,"PO004600",23,319,20250814,20250822,300,150.81,45243.00,8
4601,"PO004601",111,979,20230728,20230905,50,180.75,9037.50,39
4602,"PO004602",3,713,20230712,20230729,200,62.10,12420.00,17
4603,"PO004603",66,678,20241203,20241205,50,754.16,37708.00,2
4604,"PO004604",110,579,20240318,20240331,200,101.21,20242.00,13
4605,"PO004605",2,950,20240121,20240216,750,12.53,9397.50,26
4606,"PO004606",104,667,20250227,20250320,100,491.91,49191.00,21
4607,"PO004607",22,20,20250105,20250121,750,100.66,75495.00,16
4608,"PO004608",113,537,20250906,20250917,50,146.10,7305.00,11
4609,"PO004609",74,309,20230528,20230603,50,11.68,584.00,6
4610,"PO004610",32,24,20230520,20230531,150,2.12,318.00,11
4611,"PO004611",87,731,20230314,20230330,200,74.32,14864.00,16
4612,"PO004612",28,692,20230417,20230516,200,324.94,64988.00,29
4613,"PO004613",13,933,20240908,20240923,100,36.55,3655.00,15
4614,"PO004614",12,748,20230213,20230302,100,14.47,1447.00,17
4615,"PO004615",88,575,20251031,20251121,500,9.82,4910.00,21
4616,"PO004616",92,128,20251121,20251205,500,95.72,47860.00,14
4617,"PO004617",57,917,20230219,20230306,150,549.77,82465.50,15
4618,"PO004618",66,662,20250329,20250406,750,77.15,57862.50,8
4619,"PO004619",2,443,20240117,20240208,1000,7.66,7660.00,22
4620,"PO004620",99,782,20240926,20241010,50,402.05,20102.50,14
4621,"PO004621",90,918,20230713,20230726,150,118.82,17823.00,13
4622,"PO004622",88,575,20230317,20230408,100,9.50,950.00,22
4623,"PO004623",56,797,20240731,20240802,750,192.37,144277.50,2
4624,"PO004624",14,764,20240701,20240710,50,19.24,962.00,9
4625,"PO004625",61,322,20240809,20240907,500,31.39,15695.00,29
4626,"PO004626",69,243,20241119,20241129,1000,39.74,39740.00,10
4627,"PO004627",63,563,20241217,20250102,200,43.00,8600.00,16
4628,"PO004628",14,974,20240419,20240426,200,208.18,41636.00,7
4629,"PO004629",26,980,20240221,20240312,500,107.33,53665.00,20
4630,"PO004630",83,330,20231205,20240103,50,24.02,1201.00,29
4631,"PO004631",79,901,20240106,20240130,150,48.87,7330.50,24
4632,"PO004632",74,206,20230721,20230801,50,36.29,1814.50,11
4633,"PO004633",115,475,20230922,20231003,300,11.10,3330.00,11
4634,"PO004634",35,736,20240828,20240914,200,5.39,1078.00,17
4635,"PO004635",67,402,20230622,20230701,200,199.68,39936.00,9
4636,"PO004636",107,937,20240301,20240318,150,5.09,763.50,17
4637,"PO004637",114,850,20231228,20240115,300,35.10,10530.00,18
4638,"PO004638",54,198,20231106,20231210,300,14.35,4305.00,34
4639,"PO004639",7,895,20240510,20240531,200,72.13,14426.00,21
4640,"PO004640",88,58,20231221,20240107,1000,22.39,22390.00,17
4641,"PO004641",92,962,20230615,20230619,200,104.82,20964.00,4
4642,"PO004642",96,200,20240718,20240802,750,24.77,18577.50,15
